Cohort,Customers,0-6 days,7-13 days,14-20 days,21-27 days,28-34 days,35-41 days,42-48 days,49-55 days
2015/07/01-2015/07/07,1044,146
,,146
2015/06/24-2015/06/30,796,114,48
,,114,30
2015/06/17-2015/06/23,968,146,55,37
,,146,33,8
2015/06/10-2015/06/16,1033,141,57,41,38
,,141,41,10,10
2015/06/03-2015/06/09,911,131,47,43,31,40
,,131,21,8,9,12
2015/05/27-2015/06/02,935,117,50,40,47,32,28
,,117,27,15,19,5,5
2015/05/20-2015/05/26,884,108,68,47,36,40,37,36
,,108,40,14,8,8,3,2
2015/05/13-2015/05/19,675,93,35,34,35,32,29,27,25
,,93,20,15,5,9,6,4,4
